LOT,WAFER,X,Y,HBIN,SBIN
SOC-A7-2025-118,S01,19,-8,1,100
SOC-A7-2025-118,S01,20,-8,1,100
SOC-A7-2025-118,S01,21,-8,2,200
SOC-A7-2025-118,S01,22,-8,3,301
SOC-A7-2025-118,S01,-23,-7,10,1002
SOC-A7-2025-118,S01,-22,-7,1,100
SOC-A7-2025-118,S01,-21,-7,1,100
SOC-A7-2025-118,S01,-20,-7,1,100
SOC-A7-2025-118,S01,-19,-7,1,100
SOC-A7-2025-118,S01,-18,-7,10,1001
SOC-A7-2025-118,S01,-17,-7,1,100
SOC-A7-2025-118,S01,-16,-7,2,200
SOC-A7-2025-118,S01,-15,-7,10,1002
SOC-A7-2025-118,S01,-14,-7,1,100
SOC-A7-2025-118,S01,-13,-7,1,100
SOC-A7-2025-118,S01,-12,-7,1,100
SOC-A7-2025-118,S01,-11,-7,1,100
SOC-A7-2025-118,S01,-10,-7,1,100
SOC-A7-2025-118,S01,-9,-7,1,100
SOC-A7-2025-118,S01,-8,-7,1,100
SOC-A7-2025-118,S01,-7,-7,1,100
SOC-A7-2025-118,S01,-6,-7,7,702
SOC-A7-2025-118,S01,-5,-7,7,702
SOC-A7-2025-118,S01,-4,-7,1,100
SOC-A7-2025-118,S01,-3,-7,1,100
SOC-A7-2025-118,S01,-2,-7,1,100
SOC-A7-2025-118,S01,-1,-7,1,100
SOC-A7-2025-118,S01,0,-7,1,100
SOC-A7-2025-118,S01,1,-7,2,201
SOC-A7-2025-118,S01,2,-7,1,100
SOC-A7-2025-118,S01,3,-7,1,100
SOC-A7-2025-118,S01,4,-7,2,201
SOC-A7-2025-118,S01,5,-7,1,100
SOC-A7-2025-118,S01,6,-7,1,100
SOC-A7-2025-118,S01,7,-7,1,100
SOC-A7-2025-118,S01,8,-7,1,100
SOC-A7-2025-118,S01,9,-7,1,100
SOC-A7-2025-118,S01,10,-7,1,100
SOC-A7-2025-118,S01,11,-7,1,100
SOC-A7-2025-118,S01,12,-7,1,100
SOC-A7-2025-118,S01,13,-7,2,201
SOC-A7-2025-118,S01,14,-7,1,100
SOC-A7-2025-118,S01,15,-7,1,100
SOC-A7-2025-118,S01,16,-7,1,100
SOC-A7-2025-118,S01,17,-7,1,100
SOC-A7-2025-118,S01,18,-7,1,100
SOC-A7-2025-118,S01,19,-7,1,100
SOC-A7-2025-118,S01,20,-7,1,100
SOC-A7-2025-118,S01,21,-7,8,802
SOC-A7-2025-118,S01,22,-7,1,100
SOC-A7-2025-118,S01,23,-7,3,303
SOC-A7-2025-118,S01,-23,-6,10,1001
SOC-A7-2025-118,S01,-22,-6,10,1001
SOC-A7-2025-118,S01,-21,-6,1,100
SOC-A7-2025-118,S01,-20,-6,10,1002
SOC-A7-2025-118,S01,-19,-6,1,100
SOC-A7-2025-118,S01,-18,-6,1,100
SOC-A7-2025-118,S01,-17,-6,2,200
SOC-A7-2025-118,S01,-16,-6,1,100
SOC-A7-2025-118,S01,-15,-6,1,100
SOC-A7-2025-118,S01,-14,-6,2,201
SOC-A7-2025-118,S01,-13,-6,1,100
SOC-A7-2025-118,S01,-12,-6,10,1002
SOC-A7-2025-118,S01,-11,-6,2,200
SOC-A7-2025-118,S01,-10,-6,2,201
SOC-A7-2025-118,S01,-9,-6,1,100
SOC-A7-2025-118,S01,-8,-6,2,200
SOC-A7-2025-118,S01,-7,-6,2,201
SOC-A7-2025-118,S01,-6,-6,1,100
SOC-A7-2025-118,S01,-5,-6,1,100
SOC-A7-2025-118,S01,-4,-6,1,100
SOC-A7-2025-118,S01,-3,-6,7,701
SOC-A7-2025-118,S01,-2,-6,1,100
SOC-A7-2025-118,S01,-1,-6,1,100
SOC-A7-2025-118,S01,0,-6,1,100
SOC-A7-2025-118,S01,1,-6,1,100
SOC-A7-2025-118,S01,2,-6,1,100
SOC-A7-2025-118,S01,3,-6,1,100
SOC-A7-2025-118,S01,4,-6,1,100
SOC-A7-2025-118,S01,5,-6,1,100
SOC-A7-2025-118,S01,6,-6,1,100
SOC-A7-2025-118,S01,7,-6,2,200
SOC-A7-2025-118,S01,8,-6,2,201
SOC-A7-2025-118,S01,9,-6,1,100
SOC-A7-2025-118,S01,10,-6,2,201
SOC-A7-2025-118,S01,11,-6,1,100
SOC-A7-2025-118,S01,12,-6,1,100
SOC-A7-2025-118,S01,13,-6,2,200
SOC-A7-2025-118,S01,14,-6,1,100
SOC-A7-2025-118,S01,15,-6,2,200
SOC-A7-2025-118,S01,16,-6,1,100
SOC-A7-2025-118,S01,17,-6,1,100
SOC-A7-2025-118,S01,18,-6,1,100
SOC-A7-2025-118,S01,19,-6,1,100
SOC-A7-2025-118,S01,20,-6,1,100
SOC-A7-2025-118,S01,21,-6,1,100
SOC-A7-2025-118,S01,22,-6,1,100
SOC-A7-2025-118,S01,23,-6,1,100
SOC-A7-2025-118,S01,-23,-5,3,303
SOC-A7-2025-118,S01,-22,-5,1,100
SOC-A7-2025-118,S01,-21,-5,2,201
SOC-A7-2025-118,S01,-20,-5,2,200
SOC-A7-2025-118,S01,-19,-5,2,200
SOC-A7-2025-118,S01,-18,-5,6,602
SOC-A7-2025-118,S01,-17,-5,2,200
SOC-A7-2025-118,S01,-16,-5,2,201
SOC-A7-2025-118,S01,-15,-5,2,201
SOC-A7-2025-118,S01,-14,-5,1,100
SOC-A7-2025-118,S01,-13,-5,1,100
SOC-A7-2025-118,S01,-12,-5,1,100
SOC-A7-2025-118,S01,-11,-5,10,1001
SOC-A7-2025-118,S01,-10,-5,2,201
SOC-A7-2025-118,S01,-9,-5,2,201
SOC-A7-2025-118,S01,-8,-5,2,201
SOC-A7-2025-118,S01,-7,-5,1,100
SOC-A7-2025-118,S01,-6,-5,2,200
SOC-A7-2025-118,S01,-5,-5,1,100
SOC-A7-2025-118,S01,-4,-5,2,201
SOC-A7-2025-118,S01,-3,-5,2,201
SOC-A7-2025-118,S01,-2,-5,7,701
SOC-A7-2025-118,S01,-1,-5,1,100
SOC-A7-2025-118,S01,0,-5,1,100
SOC-A7-2025-118,S01,1,-5,1,100
SOC-A7-2025-118,S01,2,-5,6,601
SOC-A7-2025-118,S01,3,-5,1,100
SOC-A7-2025-118,S01,4,-5,1,100
SOC-A7-2025-118,S01,5,-5,1,100
SOC-A7-2025-118,S01,6,-5,6,601
SOC-A7-2025-118,S01,7,-5,2,200
SOC-A7-2025-118,S01,8,-5,2,200
SOC-A7-2025-118,S01,9,-5,1,100
SOC-A7-2025-118,S01,10,-5,1,100
SOC-A7-2025-118,S01,11,-5,2,200
SOC-A7-2025-118,S01,12,-5,1,100
SOC-A7-2025-118,S01,13,-5,1,100
SOC-A7-2025-118,S01,14,-5,1,100
SOC-A7-2025-118,S01,15,-5,1,100
SOC-A7-2025-118,S01,16,-5,6,602
SOC-A7-2025-118,S01,17,-5,1,100
SOC-A7-2025-118,S01,18,-5,1,100
SOC-A7-2025-118,S01,19,-5,1,100
SOC-A7-2025-118,S01,20,-5,1,100
SOC-A7-2025-118,S01,21,-5,1,100
SOC-A7-2025-118,S01,22,-5,3,301
SOC-A7-2025-118,S01,23,-5,1,100
SOC-A7-2025-118,S01,-23,-4,2,200
SOC-A7-2025-118,S01,-22,-4,1,100
SOC-A7-2025-118,S01,-21,-4,1,100
SOC-A7-2025-118,S01,-20,-4,1,100
SOC-A7-2025-118,S01,-19,-4,1,100
SOC-A7-2025-118,S01,-18,-4,1,100
SOC-A7-2025-118,S01,-17,-4,1,100
SOC-A7-2025-118,S01,-16,-4,1,100
SOC-A7-2025-118,S01,-15,-4,2,200
SOC-A7-2025-118,S01,-14,-4,1,100
SOC-A7-2025-118,S01,-13,-4,2,201
SOC-A7-2025-118,S01,-12,-4,1,100
SOC-A7-2025-118,S01,-11,-4,1,100
SOC-A7-2025-118,S01,-10,-4,2,200
SOC-A7-2025-118,S01,-9,-4,1,100
SOC-A7-2025-118,S01,-8,-4,1,100
SOC-A7-2025-118,S01,-7,-4,6,601
SOC-A7-2025-118,S01,-6,-4,1,100
SOC-A7-2025-118,S01,-5,-4,1,100
SOC-A7-2025-118,S01,-4,-4,1,100
SOC-A7-2025-118,S01,-3,-4,1,100
SOC-A7-2025-118,S01,-2,-4,1,100
SOC-A7-2025-118,S01,-1,-4,5,502
SOC-A7-2025-118,S01,0,-4,5,501
SOC-A7-2025-118,S01,1,-4,7,701
SOC-A7-2025-118,S01,2,-4,1,100
SOC-A7-2025-118,S01,3,-4,1,100
SOC-A7-2025-118,S01,4,-4,1,100
SOC-A7-2025-118,S01,5,-4,1,100
SOC-A7-2025-118,S01,6,-4,1,100
SOC-A7-2025-118,S01,7,-4,1,100
SOC-A7-2025-118,S01,8,-4,1,100
SOC-A7-2025-118,S01,9,-4,1,100
SOC-A7-2025-118,S01,10,-4,1,100
SOC-A7-2025-118,S01,11,-4,1,100
SOC-A7-2025-118,S01,12,-4,1,100
SOC-A7-2025-118,S01,13,-4,1,100
SOC-A7-2025-118,S01,14,-4,1,100
SOC-A7-2025-118,S01,15,-4,1,100
SOC-A7-2025-118,S01,16,-4,1,100
SOC-A7-2025-118,S01,17,-4,1,100
SOC-A7-2025-118,S01,18,-4,1,100
SOC-A7-2025-118,S01,19,-4,1,100
SOC-A7-2025-118,S01,20,-4,1,100
SOC-A7-2025-118,S01,21,-4,1,100
SOC-A7-2025-118,S01,22,-4,2,201
SOC-A7-2025-118,S01,23,-4,9,902
SOC-A7-2025-118,S01,-24,-3,3,301
SOC-A7-2025-118,S01,-23,-3,1,100
SOC-A7-2025-118,S01,-22,-3,15,1502
SOC-A7-2025-118,S01,-21,-3,10,1001
SOC-A7-2025-118,S01,-20,-3,2,201
SOC-A7-2025-118,S01,-19,-3,10,1001
SOC-A7-2025-118,S01,-18,-3,1,100
SOC-A7-2025-118,S01,-17,-3,1,100
SOC-A7-2025-118,S01,-16,-3,2,201
SOC-A7-2025-118,S01,-15,-3,1,100
SOC-A7-2025-118,S01,-14,-3,10,1002
SOC-A7-2025-118,S01,-13,-3,1,100
SOC-A7-2025-118,S01,-12,-3,2,201
SOC-A7-2025-118,S01,-11,-3,1,100
SOC-A7-2025-118,S01,-10,-3,1,100
SOC-A7-2025-118,S01,-9,-3,2,201
SOC-A7-2025-118,S01,-8,-3,1,100
SOC-A7-2025-118,S01,-7,-3,1,100
SOC-A7-2025-118,S01,-6,-3,1,100
SOC-A7-2025-118,S01,-5,-3,1,100
SOC-A7-2025-118,S01,-4,-3,2,200
SOC-A7-2025-118,S01,-3,-3,5,502
SOC-A7-2025-118,S01,-2,-3,5,503
SOC-A7-2025-118,S01,-1,-3,1,100
SOC-A7-2025-118,S01,0,-3,1,100
SOC-A7-2025-118,S01,1,-3,7,703
SOC-A7-2025-118,S01,2,-3,5,501
SOC-A7-2025-118,S01,3,-3,1,100
SOC-A7-2025-118,S01,4,-3,1,100
SOC-A7-2025-118,S01,5,-3,1,100
SOC-A7-2025-118,S01,6,-3,2,201
SOC-A7-2025-118,S01,7,-3,1,100
SOC-A7-2025-118,S01,8,-3,1,100
SOC-A7-2025-118,S01,9,-3,1,100
SOC-A7-2025-118,S01,10,-3,15,1502
SOC-A7-2025-118,S01,11,-3,1,100
SOC-A7-2025-118,S01,12,-3,1,100
SOC-A7-2025-118,S01,13,-3,1,100
SOC-A7-2025-118,S01,14,-3,1,100
SOC-A7-2025-118,S01,15,-3,1,100
SOC-A7-2025-118,S01,16,-3,1,100
SOC-A7-2025-118,S01,17,-3,1,100
SOC-A7-2025-118,S01,18,-3,1,100
SOC-A7-2025-118,S01,19,-3,9,901
SOC-A7-2025-118,S01,20,-3,9,901
SOC-A7-2025-118,S01,21,-3,2,201
SOC-A7-2025-118,S01,22,-3,1,100
SOC-A7-2025-118,S01,23,-3,1,100
SOC-A7-2025-118,S01,24,-3,9,902
SOC-A7-2025-118,S01,-24,-2,1,100
SOC-A7-2025-118,S01,-23,-2,3,303
SOC-A7-2025-118,S01,-22,-2,1,100
SOC-A7-2025-118,S01,-21,-2,2,200
SOC-A7-2025-118,S01,-20,-2,1,100
SOC-A7-2025-118,S01,-19,-2,10,1002
SOC-A7-2025-118,S01,-18,-2,2,201
SOC-A7-2025-118,S01,-17,-2,2,201
SOC-A7-2025-118,S01,-16,-2,1,100
SOC-A7-2025-118,S01,-15,-2,2,201
SOC-A7-2025-118,S01,-14,-2,1,100
SOC-A7-2025-118,S01,-13,-2,2,200
SOC-A7-2025-118,S01,-12,-2,1,100
SOC-A7-2025-118,S01,-11,-2,1,100
SOC-A7-2025-118,S01,-10,-2,1,100
SOC-A7-2025-118,S01,-9,-2,1,100
SOC-A7-2025-118,S01,-8,-2,1,100
SOC-A7-2025-118,S01,-7,-2,1,100
SOC-A7-2025-118,S01,-6,-2,2,201
SOC-A7-2025-118,S01,-5,-2,1,100
SOC-A7-2025-118,S01,-4,-2,1,100
SOC-A7-2025-118,S01,-3,-2,2,201
SOC-A7-2025-118,S01,-2,-2,5,502
SOC-A7-2025-118,S01,-1,-2,2,200
SOC-A7-2025-118,S01,0,-2,5,502
SOC-A7-2025-118,S01,1,-2,1,100
SOC-A7-2025-118,S01,2,-2,1,100
SOC-A7-2025-118,S01,3,-2,5,502
SOC-A7-2025-118,S01,4,-2,7,703
SOC-A7-2025-118,S01,5,-2,1,100
SOC-A7-2025-118,S01,6,-2,1,100
SOC-A7-2025-118,S01,7,-2,1,100
SOC-A7-2025-118,S01,8,-2,1,100
SOC-A7-2025-118,S01,9,-2,1,100
SOC-A7-2025-118,S01,10,-2,1,100
SOC-A7-2025-118,S01,11,-2,1,100
SOC-A7-2025-118,S01,12,-2,1,100
SOC-A7-2025-118,S01,13,-2,1,100
SOC-A7-2025-118,S01,14,-2,1,100
SOC-A7-2025-118,S01,15,-2,1,100
SOC-A7-2025-118,S01,16,-2,1,100
SOC-A7-2025-118,S01,17,-2,2,200
SOC-A7-2025-118,S01,18,-2,1,100
SOC-A7-2025-118,S01,19,-2,1,100
SOC-A7-2025-118,S01,20,-2,1,100
SOC-A7-2025-118,S01,21,-2,1,100
SOC-A7-2025-118,S01,22,-2,1,100
SOC-A7-2025-118,S01,23,-2,1,100
SOC-A7-2025-118,S01,24,-2,12,1201
SOC-A7-2025-118,S01,-24,-1,3,303
SOC-A7-2025-118,S01,-23,-1,3,301
SOC-A7-2025-118,S01,-22,-1,1,100
SOC-A7-2025-118,S01,-21,-1,2,201
SOC-A7-2025-118,S01,-20,-1,1,100
SOC-A7-2025-118,S01,-19,-1,10,1001
SOC-A7-2025-118,S01,-18,-1,2,201
SOC-A7-2025-118,S01,-17,-1,10,1002
SOC-A7-2025-118,S01,-16,-1,1,100
SOC-A7-2025-118,S01,-15,-1,11,1102
SOC-A7-2025-118,S01,-14,-1,2,201
SOC-A7-2025-118,S01,-13,-1,1,100
SOC-A7-2025-118,S01,-12,-1,2,200
SOC-A7-2025-118,S01,-11,-1,1,100
SOC-A7-2025-118,S01,-10,-1,1,100
SOC-A7-2025-118,S01,-9,-1,1,100
SOC-A7-2025-118,S01,-8,-1,1,100
SOC-A7-2025-118,S01,-7,-1,1,100
SOC-A7-2025-118,S01,-6,-1,1,100
SOC-A7-2025-118,S01,-5,-1,2,200
SOC-A7-2025-118,S01,-4,-1,1,100
SOC-A7-2025-118,S01,-3,-1,1,100
SOC-A7-2025-118,S01,-2,-1,1,100
SOC-A7-2025-118,S01,-1,-1,1,100
SOC-A7-2025-118,S01,0,-1,1,100
SOC-A7-2025-118,S01,1,-1,1,100
SOC-A7-2025-118,S01,2,-1,1,100
SOC-A7-2025-118,S01,3,-1,1,100
SOC-A7-2025-118,S01,4,-1,7,703
SOC-A7-2025-118,S01,5,-1,7,701
SOC-A7-2025-118,S01,6,-1,7,702
SOC-A7-2025-118,S01,7,-1,1,100
SOC-A7-2025-118,S01,8,-1,1,100
SOC-A7-2025-118,S01,9,-1,1,100
SOC-A7-2025-118,S01,10,-1,1,100
SOC-A7-2025-118,S01,11,-1,1,100
SOC-A7-2025-118,S01,12,-1,1,100
SOC-A7-2025-118,S01,13,-1,1,100
SOC-A7-2025-118,S01,14,-1,1,100
SOC-A7-2025-118,S01,15,-1,1,100
SOC-A7-2025-118,S01,16,-1,1,100
SOC-A7-2025-118,S01,17,-1,1,100
SOC-A7-2025-118,S01,18,-1,6,601
SOC-A7-2025-118,S01,19,-1,1,100
SOC-A7-2025-118,S01,20,-1,1,100
SOC-A7-2025-118,S01,21,-1,6,601
SOC-A7-2025-118,S01,22,-1,1,100
SOC-A7-2025-118,S01,23,-1,6,601
SOC-A7-2025-118,S01,24,-1,3,301
SOC-A7-2025-118,S01,-24,0,10,1001
SOC-A7-2025-118,S01,-23,0,3,302
SOC-A7-2025-118,S01,-22,0,10,1002
SOC-A7-2025-118,S01,-21,0,10,1002
SOC-A7-2025-118,S01,-20,0,1,100
SOC-A7-2025-118,S01,-19,0,2,200
SOC-A7-2025-118,S01,-18,0,1,100
SOC-A7-2025-118,S01,-17,0,2,200
SOC-A7-2025-118,S01,-16,0,2,200
SOC-A7-2025-118,S01,-15,0,11,1103
SOC-A7-2025-118,S01,-14,0,1,100
SOC-A7-2025-118,S01,-13,0,1,100
SOC-A7-2025-118,S01,-12,0,2,201
SOC-A7-2025-118,S01,-11,0,2,201
SOC-A7-2025-118,S01,-10,0,2,200
SOC-A7-2025-118,S01,-9,0,2,200
SOC-A7-2025-118,S01,-8,0,1,100
SOC-A7-2025-118,S01,-7,0,1,100
SOC-A7-2025-118,S01,-6,0,1,100
SOC-A7-2025-118,S01,-5,0,1,100
SOC-A7-2025-118,S01,-4,0,15,1502
SOC-A7-2025-118,S01,-3,0,1,100
SOC-A7-2025-118,S01,-2,0,1,100
SOC-A7-2025-118,S01,-1,0,1,100
SOC-A7-2025-118,S01,0,0,1,100
SOC-A7-2025-118,S01,1,0,5,502
SOC-A7-2025-118,S01,2,0,1,100
SOC-A7-2025-118,S01,3,0,5,503
SOC-A7-2025-118,S01,4,0,1,100
SOC-A7-2025-118,S01,5,0,1,100
SOC-A7-2025-118,S01,6,0,7,703
SOC-A7-2025-118,S01,7,0,7,703
SOC-A7-2025-118,S01,8,0,1,100
SOC-A7-2025-118,S01,9,0,2,201
SOC-A7-2025-118,S01,10,0,1,100
SOC-A7-2025-118,S01,11,0,2,200
SOC-A7-2025-118,S01,12,0,1,100
SOC-A7-2025-118,S01,13,0,1,100
SOC-A7-2025-118,S01,14,0,1,100
SOC-A7-2025-118,S01,15,0,6,602
SOC-A7-2025-118,S01,16,0,1,100
SOC-A7-2025-118,S01,17,0,1,100
SOC-A7-2025-118,S01,18,0,2,201
SOC-A7-2025-118,S01,19,0,1,100
SOC-A7-2025-118,S01,20,0,1,100
SOC-A7-2025-118,S01,21,0,12,1202
SOC-A7-2025-118,S01,22,0,1,100
SOC-A7-2025-118,S01,23,0,1,100
SOC-A7-2025-118,S01,24,0,1,100
SOC-A7-2025-118,S01,-24,1,1,100
SOC-A7-2025-118,S01,-23,1,12,1202
SOC-A7-2025-118,S01,-22,1,10,1002
SOC-A7-2025-118,S01,-21,1,1,100
SOC-A7-2025-118,S01,-20,1,1,100
SOC-A7-2025-118,S01,-19,1,11,1103
SOC-A7-2025-118,S01,-18,1,1,100
SOC-A7-2025-118,S01,-17,1,2,201
SOC-A7-2025-118,S01,-16,1,1,100
SOC-A7-2025-118,S01,-15,1,1,100
SOC-A7-2025-118,S01,-14,1,2,201
SOC-A7-2025-118,S01,-13,1,1,100
SOC-A7-2025-118,S01,-12,1,1,100
SOC-A7-2025-118,S01,-11,1,1,100
SOC-A7-2025-118,S01,-10,1,1,100
SOC-A7-2025-118,S01,-9,1,1,100
SOC-A7-2025-118,S01,-8,1,1,100
SOC-A7-2025-118,S01,-7,1,1,100
SOC-A7-2025-118,S01,-6,1,1,100
SOC-A7-2025-118,S01,-5,1,1,100
SOC-A7-2025-118,S01,-4,1,1,100
SOC-A7-2025-118,S01,-3,1,1,100
SOC-A7-2025-118,S01,-2,1,2,201
SOC-A7-2025-118,S01,-1,1,2,201
SOC-A7-2025-118,S01,0,1,2,200
SOC-A7-2025-118,S01,1,1,5,503
SOC-A7-2025-118,S01,2,1,5,503
SOC-A7-2025-118,S01,3,1,1,100
SOC-A7-2025-118,S01,4,1,5,501
SOC-A7-2025-118,S01,5,1,2,201
SOC-A7-2025-118,S01,6,1,1,100
SOC-A7-2025-118,S01,7,1,1,100
SOC-A7-2025-118,S01,8,1,7,702
SOC-A7-2025-118,S01,9,1,7,701
SOC-A7-2025-118,S01,10,1,1,100
SOC-A7-2025-118,S01,11,1,2,200
SOC-A7-2025-118,S01,12,1,1,100
SOC-A7-2025-118,S01,13,1,1,100
SOC-A7-2025-118,S01,14,1,1,100
SOC-A7-2025-118,S01,15,1,1,100
SOC-A7-2025-118,S01,16,1,1,100
SOC-A7-2025-118,S01,17,1,2,201
SOC-A7-2025-118,S01,18,1,1,100
SOC-A7-2025-118,S01,19,1,1,100
SOC-A7-2025-118,S01,20,1,1,100
SOC-A7-2025-118,S01,21,1,1,100
SOC-A7-2025-118,S01,22,1,2,200
SOC-A7-2025-118,S01,23,1,1,100
SOC-A7-2025-118,S01,24,1,1,100
SOC-A7-2025-118,S01,-24,2,2,201
SOC-A7-2025-118,S01,-23,2,2,201
SOC-A7-2025-118,S01,-22,2,1,100
SOC-A7-2025-118,S01,-21,2,1,100
SOC-A7-2025-118,S01,-20,2,2,201
SOC-A7-2025-118,S01,-19,2,1,100
SOC-A7-2025-118,S01,-18,2,1,100
SOC-A7-2025-118,S01,-17,2,2,201
SOC-A7-2025-118,S01,-16,2,1,100
SOC-A7-2025-118,S01,-15,2,1,100
SOC-A7-2025-118,S01,-14,2,1,100
SOC-A7-2025-118,S01,-13,2,2,201
SOC-A7-2025-118,S01,-12,2,2,200
SOC-A7-2025-118,S01,-11,2,2,201
SOC-A7-2025-118,S01,-10,2,2,200
SOC-A7-2025-118,S01,-9,2,1,100
SOC-A7-2025-118,S01,-8,2,1,100
SOC-A7-2025-118,S01,-7,2,1,100
SOC-A7-2025-118,S01,-6,2,1,100
SOC-A7-2025-118,S01,-5,2,1,100
SOC-A7-2025-118,S01,-4,2,5,503
SOC-A7-2025-118,S01,-3,2,5,503
SOC-A7-2025-118,S01,-2,2,5,503
SOC-A7-2025-118,S01,-1,2,5,502
SOC-A7-2025-118,S01,0,2,2,200
SOC-A7-2025-118,S01,1,2,6,601
SOC-A7-2025-118,S01,2,2,1,100
SOC-A7-2025-118,S01,3,2,5,502
SOC-A7-2025-118,S01,4,2,1,100
SOC-A7-2025-118,S01,5,2,1,100
SOC-A7-2025-118,S01,6,2,8,801
SOC-A7-2025-118,S01,7,2,1,100
SOC-A7-2025-118,S01,8,2,1,100
SOC-A7-2025-118,S01,9,2,7,702
SOC-A7-2025-118,S01,10,2,7,702
SOC-A7-2025-118,S01,11,2,7,703
SOC-A7-2025-118,S01,12,2,1,100
SOC-A7-2025-118,S01,13,2,1,100
SOC-A7-2025-118,S01,14,2,1,100
SOC-A7-2025-118,S01,15,2,1,100
SOC-A7-2025-118,S01,16,2,9,902
SOC-A7-2025-118,S01,17,2,1,100
SOC-A7-2025-118,S01,18,2,1,100
SOC-A7-2025-118,S01,19,2,6,602
SOC-A7-2025-118,S01,20,2,1,100
SOC-A7-2025-118,S01,21,2,1,100
SOC-A7-2025-118,S01,22,2,1,100
SOC-A7-2025-118,S01,23,2,1,100
SOC-A7-2025-118,S01,24,2,3,302
SOC-A7-2025-118,S01,-24,3,3,303
SOC-A7-2025-118,S01,-23,3,2,200
SOC-A7-2025-118,S01,-22,3,2,200
SOC-A7-2025-118,S01,-21,3,1,100
SOC-A7-2025-118,S01,-20,3,2,200
SOC-A7-2025-118,S01,-19,3,1,100
SOC-A7-2025-118,S01,-18,3,11,1102
SOC-A7-2025-118,S01,-17,3,1,100
SOC-A7-2025-118,S01,-16,3,1,100
SOC-A7-2025-118,S01,-15,3,1,100
SOC-A7-2025-118,S01,-14,3,2,201
SOC-A7-2025-118,S01,-13,3,1,100
SOC-A7-2025-118,S01,-12,3,1,100
SOC-A7-2025-118,S01,-11,3,2,201
SOC-A7-2025-118,S01,-10,3,1,100
SOC-A7-2025-118,S01,-9,3,1,100
SOC-A7-2025-118,S01,-8,3,2,201
SOC-A7-2025-118,S01,-7,3,1,100
SOC-A7-2025-118,S01,-6,3,4,401
SOC-A7-2025-118,S01,-5,3,1,100
SOC-A7-2025-118,S01,-4,3,1,100
SOC-A7-2025-118,S01,-3,3,1,100
SOC-A7-2025-118,S01,-2,3,5,502
SOC-A7-2025-118,S01,-1,3,1,100
SOC-A7-2025-118,S01,0,3,1,100
SOC-A7-2025-118,S01,1,3,1,100
SOC-A7-2025-118,S01,2,3,1,100
SOC-A7-2025-118,S01,3,3,1,100
SOC-A7-2025-118,S01,4,3,8,801
SOC-A7-2025-118,S01,5,3,2,201
SOC-A7-2025-118,S01,6,3,1,100
SOC-A7-2025-118,S01,7,3,2,200
SOC-A7-2025-118,S01,8,3,1,100
SOC-A7-2025-118,S01,9,3,1,100
SOC-A7-2025-118,S01,10,3,1,100
SOC-A7-2025-118,S01,11,3,7,702
SOC-A7-2025-118,S01,12,3,7,701
SOC-A7-2025-118,S01,13,3,1,100
SOC-A7-2025-118,S01,14,3,1,100
SOC-A7-2025-118,S01,15,3,2,201
SOC-A7-2025-118,S01,16,3,1,100
SOC-A7-2025-118,S01,17,3,1,100
SOC-A7-2025-118,S01,18,3,2,200
SOC-A7-2025-118,S01,19,3,1,100
SOC-A7-2025-118,S01,20,3,1,100
SOC-A7-2025-118,S01,21,3,1,100
SOC-A7-2025-118,S01,22,3,12,1201
SOC-A7-2025-118,S01,23,3,1,100
SOC-A7-2025-118,S01,24,3,1,100
SOC-A7-2025-118,S01,-23,4,1,100
SOC-A7-2025-118,S01,-22,4,2,201
SOC-A7-2025-118,S01,-21,4,10,1001
SOC-A7-2025-118,S01,-20,4,10,1002
SOC-A7-2025-118,S01,-19,4,1,100
SOC-A7-2025-118,S01,-18,4,2,200
SOC-A7-2025-118,S01,-17,4,1,100
SOC-A7-2025-118,S01,-16,4,1,100
SOC-A7-2025-118,S01,-15,4,1,100
SOC-A7-2025-118,S01,-14,4,6,601
SOC-A7-2025-118,S01,-13,4,1,100
SOC-A7-2025-118,S01,-12,4,1,100
SOC-A7-2025-118,S01,-11,4,1,100
SOC-A7-2025-118,S01,-10,4,1,100
SOC-A7-2025-118,S01,-9,4,6,601
SOC-A7-2025-118,S01,-8,4,4,401
SOC-A7-2025-118,S01,-7,4,4,402
SOC-A7-2025-118,S01,-6,4,4,401
SOC-A7-2025-118,S01,-5,4,4,401
SOC-A7-2025-118,S01,-4,4,4,402
SOC-A7-2025-118,S01,-3,4,1,100
SOC-A7-2025-118,S01,-2,4,5,503
SOC-A7-2025-118,S01,-1,4,5,502
SOC-A7-2025-118,S01,0,4,1,100
SOC-A7-2025-118,S01,1,4,1,100
SOC-A7-2025-118,S01,2,4,1,100
SOC-A7-2025-118,S01,3,4,2,201
SOC-A7-2025-118,S01,4,4,1,100
SOC-A7-2025-118,S01,5,4,1,100
SOC-A7-2025-118,S01,6,4,1,100
SOC-A7-2025-118,S01,7,4,1,100
SOC-A7-2025-118,S01,8,4,1,100
SOC-A7-2025-118,S01,9,4,1,100
SOC-A7-2025-118,S01,10,4,1,100
SOC-A7-2025-118,S01,11,4,1,100
SOC-A7-2025-118,S01,12,4,1,100
SOC-A7-2025-118,S01,13,4,7,702
SOC-A7-2025-118,S01,14,4,1,100
SOC-A7-2025-118,S01,15,4,1,100
SOC-A7-2025-118,S01,16,4,1,100
SOC-A7-2025-118,S01,17,4,1,100
SOC-A7-2025-118,S01,18,4,1,100
SOC-A7-2025-118,S01,19,4,1,100
SOC-A7-2025-118,S01,20,4,1,100
