LOT,WFR,X,Y,HBIN,SBIN,TST_A,TST_B
HVM-0982,W01,-22,-52,1,10,1.0246,0.9548
HVM-0982,W01,-21,-52,1,10,1.0626,0.9860
HVM-0982,W01,-20,-52,1,10,1.0696,0.9778
HVM-0982,W01,-19,-52,1,10,1.0683,0.9588
HVM-0982,W01,-18,-52,1,10,1.0503,0.9600
HVM-0982,W01,-17,-52,1,10,1.0596,0.9754
HVM-0982,W01,-16,-52,1,10,1.0578,0.9371
HVM-0982,W01,-15,-52,1,10,1.1097,0.9455
HVM-0982,W01,-14,-52,1,10,1.0879,0.9680
HVM-0982,W01,-13,-52,1,10,1.0427,0.9590
HVM-0982,W01,-12,-52,1,10,1.1086,0.9540
HVM-0982,W01,-11,-52,1,10,1.1184,0.9029
HVM-0982,W01,-10,-52,1,10,1.0917,0.9500
HVM-0982,W01,-9,-52,1,10,1.0653,0.9341
HVM-0982,W01,-8,-52,1,10,1.1490,0.9472
HVM-0982,W01,-7,-52,1,10,1.1199,0.9798
HVM-0982,W01,-6,-52,1,10,1.0993,0.9452
HVM-0982,W01,-5,-52,1,10,1.0677,0.9411
HVM-0982,W01,-4,-52,1,10,1.1491,0.9449
HVM-0982,W01,-3,-52,1,10,1.0968,0.8901
HVM-0982,W01,-2,-52,1,10,1.1332,0.9804
HVM-0982,W01,-1,-52,1,10,1.1274,0.9298
HVM-0982,W01,0,-52,1,10,1.0903,0.9395
HVM-0982,W01,1,-52,1,10,1.1356,0.9581
HVM-0982,W01,2,-52,1,10,1.1247,0.9261
HVM-0982,W01,3,-52,1,10,1.1520,0.9270
HVM-0982,W01,4,-52,1,10,1.1438,0.9404
HVM-0982,W01,5,-52,1,10,1.1453,0.9577
HVM-0982,W01,6,-52,1,10,1.1135,0.9282
HVM-0982,W01,7,-52,1,10,1.1666,0.9518
HVM-0982,W01,8,-52,1,10,1.1254,0.9370
HVM-0982,W01,9,-52,3,21,1.1434,0.9181
HVM-0982,W01,10,-52,1,10,1.1459,1.0050
HVM-0982,W01,11,-52,3,21,1.1267,0.9961
HVM-0982,W01,12,-52,1,10,1.1618,0.9627
HVM-0982,W01,13,-52,1,10,1.1771,0.9846
HVM-0982,W01,14,-52,1,10,1.1492,0.9779
HVM-0982,W01,15,-52,1,10,1.1766,0.9542
HVM-0982,W01,16,-52,1,10,1.1968,0.9564
HVM-0982,W01,17,-52,1,10,1.1377,0.9188
HVM-0982,W01,18,-52,1,10,1.1920,0.9831
HVM-0982,W01,19,-52,2,30,1.1432,0.9607
HVM-0982,W01,20,-52,1,10,1.2326,1.0228
HVM-0982,W01,21,-52,1,10,1.1925,0.9525
HVM-0982,W01,22,-52,1,10,1.1486,0.9463
HVM-0982,W01,23,-52,1,10,1.1697,0.9751
HVM-0982,W01,24,-52,1,10,1.2245,0.9590
HVM-0982,W01,25,-52,1,10,1.2170,0.9453
HVM-0982,W01,26,-52,4,30,1.1877,0.9798
HVM-0982,W01,27,-52,2,20,1.2080,0.9606
HVM-0982,W01,28,-52,1,10,1.1984,0.9541
HVM-0982,W01,-29,-51,1,10,1.0064,0.9732
HVM-0982,W01,-28,-51,4,30,1.0530,0.9557
HVM-0982,W01,-27,-51,2,20,1.0374,0.9763
HVM-0982,W01,-26,-51,2,31,0.9806,0.9159
HVM-0982,W01,-25,-51,1,10,1.0425,0.9769
HVM-0982,W01,-24,-51,1,10,1.0373,0.9886
HVM-0982,W01,-23,-51,1,10,1.0422,0.9483
HVM-0982,W01,-22,-51,1,10,1.0460,0.9885
HVM-0982,W01,-21,-51,1,10,1.0740,0.9870
HVM-0982,W01,-20,-51,1,10,1.0704,0.9451
HVM-0982,W01,-19,-51,1,10,1.0439,0.9368
HVM-0982,W01,-18,-51,1,10,1.0454,0.9561
HVM-0982,W01,-17,-51,1,10,1.0275,0.9140
HVM-0982,W01,-16,-51,1,10,1.0864,0.9321
HVM-0982,W01,-15,-51,1,10,1.0476,0.9083
HVM-0982,W01,-14,-51,1,10,1.1152,0.9098
HVM-0982,W01,-13,-51,1,10,1.0849,0.9458
HVM-0982,W01,-12,-51,1,10,1.0703,0.9336
HVM-0982,W01,-11,-51,1,10,1.0651,0.9375
HVM-0982,W01,-10,-51,1,10,1.1136,0.9523
HVM-0982,W01,-9,-51,1,10,1.1119,0.9255
HVM-0982,W01,-8,-51,1,10,1.1065,0.9341
HVM-0982,W01,-7,-51,1,10,1.1144,0.9478
HVM-0982,W01,-6,-51,1,10,1.0692,0.9580
HVM-0982,W01,-5,-51,1,10,1.1425,0.9491
HVM-0982,W01,-4,-51,1,10,1.1283,0.9559
HVM-0982,W01,-3,-51,1,10,1.0789,0.9861
HVM-0982,W01,-2,-51,1,10,1.1088,0.9067
HVM-0982,W01,-1,-51,1,10,1.1407,0.9460
HVM-0982,W01,0,-51,3,30,1.0875,0.9484
HVM-0982,W01,1,-51,1,10,1.1511,0.9308
HVM-0982,W01,2,-51,1,10,1.1108,0.9720
HVM-0982,W01,3,-51,1,10,1.1663,0.9136
HVM-0982,W01,4,-51,1,10,1.1189,0.9197
HVM-0982,W01,5,-51,1,10,1.1159,0.8700
HVM-0982,W01,6,-51,1,10,1.1944,0.9244
HVM-0982,W01,7,-51,4,31,1.1821,0.9531
HVM-0982,W01,8,-51,1,10,1.1666,0.9353
HVM-0982,W01,9,-51,1,10,1.1191,0.9574
HVM-0982,W01,10,-51,1,10,1.1176,0.9232
HVM-0982,W01,11,-51,1,10,1.1153,0.9483
HVM-0982,W01,12,-51,2,21,1.1532,0.9378
HVM-0982,W01,13,-51,1,10,1.1430,0.9214
HVM-0982,W01,14,-51,1,10,1.1582,0.9201
HVM-0982,W01,15,-51,1,10,1.1294,0.9719
HVM-0982,W01,16,-51,1,10,1.1502,0.9529
HVM-0982,W01,17,-51,3,20,1.2118,0.9686
HVM-0982,W01,18,-51,1,10,1.2211,0.9626
HVM-0982,W01,19,-51,1,10,1.1609,0.9465
HVM-0982,W01,20,-51,1,10,1.2163,0.9894
HVM-0982,W01,21,-51,1,10,1.2055,0.9564
HVM-0982,W01,22,-51,1,10,1.1959,0.9516
HVM-0982,W01,23,-51,1,10,1.1461,0.9506
HVM-0982,W01,24,-51,1,10,1.1885,0.9620
HVM-0982,W01,25,-51,1,10,1.2086,0.9404
HVM-0982,W01,26,-51,2,21,1.2021,0.9474
HVM-0982,W01,27,-51,2,21,1.2058,0.9768
HVM-0982,W01,28,-51,1,10,1.1769,0.8926
HVM-0982,W01,29,-51,1,10,1.2117,1.0265
HVM-0982,W01,-30,-50,2,21,1.0231,0.9778
HVM-0982,W01,-29,-50,1,10,1.0445,0.9474
HVM-0982,W01,-28,-50,2,20,1.0724,0.9610
HVM-0982,W01,-27,-50,1,10,1.0253,0.9276
HVM-0982,W01,-26,-50,1,10,1.0224,0.9965
HVM-0982,W01,-25,-50,1,10,1.0705,0.9421
HVM-0982,W01,-24,-50,1,10,1.0390,0.9510
HVM-0982,W01,-23,-50,1,10,1.0400,0.9688
HVM-0982,W01,-22,-50,1,10,1.0824,0.9556
HVM-0982,W01,-21,-50,1,10,1.0791,0.9542
HVM-0982,W01,-20,-50,1,10,1.0727,0.9615
HVM-0982,W01,-19,-50,1,10,1.0618,0.9549
HVM-0982,W01,-18,-50,1,10,1.0932,0.9743
HVM-0982,W01,-17,-50,1,10,1.0352,0.9233
HVM-0982,W01,-16,-50,1,10,1.0591,0.9309
HVM-0982,W01,-15,-50,1,10,1.0574,0.9065
HVM-0982,W01,-14,-50,1,10,1.1076,0.9869
HVM-0982,W01,-13,-50,1,10,1.0631,0.9682
HVM-0982,W01,-12,-50,1,10,1.0861,0.9191
HVM-0982,W01,-11,-50,1,10,1.0618,0.9518
HVM-0982,W01,-10,-50,1,10,1.0907,1.0002
HVM-0982,W01,-9,-50,1,10,1.1086,0.9057
HVM-0982,W01,-8,-50,1,10,1.1575,0.9089
HVM-0982,W01,-7,-50,1,10,1.1496,0.9116
HVM-0982,W01,-6,-50,1,10,1.0689,0.9263
HVM-0982,W01,-5,-50,1,10,1.1227,0.9774
HVM-0982,W01,-4,-50,1,10,1.1133,0.8779
HVM-0982,W01,-3,-50,1,10,1.1469,0.9009
HVM-0982,W01,-2,-50,1,10,1.1017,0.9720
HVM-0982,W01,-1,-50,1,10,1.1546,0.9168
HVM-0982,W01,0,-50,1,10,1.1268,0.9233
HVM-0982,W01,1,-50,1,10,1.1089,0.9259
HVM-0982,W01,2,-50,1,10,1.1143,0.9894
HVM-0982,W01,3,-50,1,10,1.0991,0.9333
HVM-0982,W01,4,-50,1,10,1.1216,0.9441
HVM-0982,W01,5,-50,1,10,1.1786,0.9120
HVM-0982,W01,6,-50,1,10,1.1259,0.9229
HVM-0982,W01,7,-50,1,10,1.1449,0.9584
HVM-0982,W01,8,-50,1,10,1.1090,0.9113
HVM-0982,W01,9,-50,1,10,1.1331,0.9628
HVM-0982,W01,10,-50,1,10,1.1675,0.9669
HVM-0982,W01,11,-50,1,10,1.1682,0.9825
HVM-0982,W01,12,-50,1,10,1.1211,1.0220
HVM-0982,W01,13,-50,1,10,1.1524,0.9495
HVM-0982,W01,14,-50,1,10,1.1081,0.9879
HVM-0982,W01,15,-50,1,10,1.1888,0.9687
HVM-0982,W01,16,-50,4,31,1.1815,0.9567
HVM-0982,W01,17,-50,1,10,1.1819,0.9444
HVM-0982,W01,18,-50,1,10,1.1536,0.9293
HVM-0982,W01,19,-50,1,10,1.1372,0.9703
HVM-0982,W01,20,-50,1,10,1.2126,0.8880
HVM-0982,W01,21,-50,1,10,1.2003,0.9660
HVM-0982,W01,22,-50,1,10,1.1847,0.9725
HVM-0982,W01,23,-50,1,10,1.1713,0.9549
HVM-0982,W01,24,-50,1,10,1.1923,0.9610
HVM-0982,W01,25,-50,1,10,1.1871,0.9987
HVM-0982,W01,26,-50,1,10,1.2136,0.9409
HVM-0982,W01,27,-50,2,31,1.1833,0.9853
HVM-0982,W01,28,-50,1,10,1.2311,0.9843
HVM-0982,W01,29,-50,1,10,1.2015,0.9276
HVM-0982,W01,30,-50,2,31,1.2336,0.9584
HVM-0982,W01,-31,-49,2,21,1.0514,0.9206
HVM-0982,W01,-30,-49,4,31,1.0329,0.9707
HVM-0982,W01,-29,-49,1,10,1.0732,0.9568
HVM-0982,W01,-28,-49,4,20,1.0153,0.9658
HVM-0982,W01,-27,-49,1,10,1.0688,0.9219
HVM-0982,W01,-26,-49,1,10,1.0696,0.9863
HVM-0982,W01,-25,-49,1,10,1.0680,0.9570
HVM-0982,W01,-24,-49,1,10,1.0139,0.9282
HVM-0982,W01,-23,-49,1,10,1.0672,0.9002
HVM-0982,W01,-22,-49,1,10,1.0499,0.9707
HVM-0982,W01,-21,-49,1,10,1.0775,0.9405
HVM-0982,W01,-20,-49,1,10,1.0366,1.0099
HVM-0982,W01,-19,-49,1,10,1.0714,0.9547
HVM-0982,W01,-18,-49,1,10,1.0910,0.9338
HVM-0982,W01,-17,-49,1,10,1.0951,0.9426
HVM-0982,W01,-16,-49,1,10,1.0617,0.9865
HVM-0982,W01,-15,-49,1,10,1.0518,0.9504
HVM-0982,W01,-14,-49,1,10,1.0862,0.9485
HVM-0982,W01,-13,-49,1,10,1.1040,0.9749
HVM-0982,W01,-12,-49,1,10,1.0534,0.9352
HVM-0982,W01,-11,-49,1,10,1.0870,0.8807
HVM-0982,W01,-10,-49,1,10,1.0876,0.9898
HVM-0982,W01,-9,-49,1,10,1.1294,0.9677
HVM-0982,W01,-8,-49,1,10,1.0888,0.9422
HVM-0982,W01,-7,-49,1,10,1.0719,0.9524
HVM-0982,W01,-6,-49,1,10,1.1034,0.9660
HVM-0982,W01,-5,-49,1,10,1.1192,0.9812
HVM-0982,W01,-4,-49,1,10,1.1062,0.9143
HVM-0982,W01,-3,-49,1,10,1.1066,0.9271
HVM-0982,W01,-2,-49,1,10,1.0830,0.9771
HVM-0982,W01,-1,-49,1,10,1.1241,0.9385
HVM-0982,W01,0,-49,1,10,1.1445,0.9333
HVM-0982,W01,1,-49,1,10,1.0799,0.9987
HVM-0982,W01,2,-49,1,10,1.1133,0.9348
HVM-0982,W01,3,-49,1,10,1.1167,0.9603
HVM-0982,W01,4,-49,2,20,1.1398,0.9073
HVM-0982,W01,5,-49,1,10,1.0959,0.9356
HVM-0982,W01,6,-49,1,10,1.1548,0.9640
HVM-0982,W01,7,-49,1,10,1.1811,0.9127
HVM-0982,W01,8,-49,1,10,1.1236,0.9040
HVM-0982,W01,9,-49,1,10,1.1790,0.9717
HVM-0982,W01,10,-49,1,10,1.1186,0.9222
HVM-0982,W01,11,-49,1,10,1.1808,0.9713
HVM-0982,W01,12,-49,1,10,1.1624,0.9570
HVM-0982,W01,13,-49,1,10,1.1457,0.8726
HVM-0982,W01,14,-49,1,10,1.1032,0.9419
HVM-0982,W01,15,-49,1,10,1.1700,0.9594
HVM-0982,W01,16,-49,2,20,1.1388,0.9567
HVM-0982,W01,17,-49,1,10,1.1579,0.9564
HVM-0982,W01,18,-49,1,10,1.1735,0.9136
HVM-0982,W01,19,-49,1,10,1.2027,0.9358
HVM-0982,W01,20,-49,1,10,1.1647,0.9217
HVM-0982,W01,21,-49,1,10,1.1988,0.9566
HVM-0982,W01,22,-49,1,10,1.2029,0.9701
HVM-0982,W01,23,-49,1,10,1.2119,0.9720
HVM-0982,W01,24,-49,1,10,1.1519,0.9574
HVM-0982,W01,25,-49,1,10,1.2038,0.9797
HVM-0982,W01,26,-49,1,10,1.1672,0.9641
HVM-0982,W01,27,-49,1,10,1.2290,0.9492
HVM-0982,W01,28,-49,1,10,1.2048,0.9175
HVM-0982,W01,29,-49,2,30,1.2081,0.9399
HVM-0982,W01,30,-49,2,31,1.2421,0.9864
HVM-0982,W01,31,-49,1,10,1.2011,0.9738
HVM-0982,W01,-32,-48,1,10,1.0037,0.9535
HVM-0982,W01,-31,-48,1,10,1.0398,0.9795
HVM-0982,W01,-30,-48,2,30,1.0154,0.9702
HVM-0982,W01,-29,-48,1,10,1.0043,0.9477
HVM-0982,W01,-28,-48,1,10,0.9866,0.9398
HVM-0982,W01,-27,-48,1,10,1.0198,0.9651
HVM-0982,W01,-26,-48,1,10,1.0492,0.9623
HVM-0982,W01,-25,-48,1,10,1.0186,0.9703
HVM-0982,W01,-24,-48,1,10,1.0745,0.9518
HVM-0982,W01,-23,-48,1,10,1.0551,0.9699
HVM-0982,W01,-22,-48,1,10,1.0512,0.9669
HVM-0982,W01,-21,-48,1,10,1.1127,0.9827
HVM-0982,W01,-20,-48,1,10,1.0543,0.9742
HVM-0982,W01,-19,-48,1,10,1.0553,0.9600
HVM-0982,W01,-18,-48,1,10,1.0690,0.9299
HVM-0982,W01,-17,-48,1,10,1.0567,0.9740
HVM-0982,W01,-16,-48,1,10,1.0917,0.9788
HVM-0982,W01,-15,-48,1,10,1.0964,0.9073
HVM-0982,W01,-14,-48,1,10,1.1281,0.9198
HVM-0982,W01,-13,-48,1,10,1.1172,0.9697
HVM-0982,W01,-12,-48,1,10,1.1116,0.9437
HVM-0982,W01,-11,-48,1,10,1.1031,0.9245
HVM-0982,W01,-10,-48,1,10,1.0818,0.9710
HVM-0982,W01,-9,-48,1,10,1.0925,0.9661
HVM-0982,W01,-8,-48,2,30,1.0767,0.9429
HVM-0982,W01,-7,-48,1,10,1.1264,0.9065
HVM-0982,W01,-6,-48,1,10,1.1407,0.9183
HVM-0982,W01,-5,-48,1,10,1.1026,0.9527
HVM-0982,W01,-4,-48,1,10,1.1426,0.9435
HVM-0982,W01,-3,-48,1,10,1.0809,0.9921
HVM-0982,W01,-2,-48,1,10,1.1277,0.8820
HVM-0982,W01,-1,-48,1,10,1.0881,0.9313
HVM-0982,W01,0,-48,1,10,1.1113,0.9559
HVM-0982,W01,1,-48,1,10,1.0895,0.9299
HVM-0982,W01,2,-48,1,10,1.1306,0.9588
HVM-0982,W01,3,-48,1,10,1.1368,0.9628
HVM-0982,W01,4,-48,1,10,1.1367,0.9541
HVM-0982,W01,5,-48,1,10,1.1785,0.9617
HVM-0982,W01,6,-48,1,10,1.1612,0.9680
HVM-0982,W01,7,-48,1,10,1.1941,0.9520
HVM-0982,W01,8,-48,1,10,1.1581,0.9549
HVM-0982,W01,9,-48,1,10,1.0845,0.9267
HVM-0982,W01,10,-48,1,10,1.1496,0.9143
HVM-0982,W01,11,-48,1,10,1.1739,0.9024
HVM-0982,W01,12,-48,1,10,1.1497,0.9495
HVM-0982,W01,13,-48,1,10,1.1803,0.9628
HVM-0982,W01,14,-48,1,10,1.2007,0.9357
HVM-0982,W01,15,-48,1,10,1.2040,0.9346
HVM-0982,W01,16,-48,1,10,1.1790,0.9395
HVM-0982,W01,17,-48,1,10,1.1867,0.9475
HVM-0982,W01,18,-48,1,10,1.1796,0.9596
HVM-0982,W01,19,-48,1,10,1.1890,0.9507
HVM-0982,W01,20,-48,1,10,1.2176,0.9851
HVM-0982,W01,21,-48,1,10,1.2296,0.9499
HVM-0982,W01,22,-48,1,10,1.1755,0.9964
HVM-0982,W01,23,-48,1,10,1.1939,0.9616
HVM-0982,W01,24,-48,1,10,1.2293,0.9267
HVM-0982,W01,25,-48,1,10,1.2471,0.9644
HVM-0982,W01,26,-48,1,10,1.1925,0.9923
HVM-0982,W01,27,-48,1,10,1.2139,0.9795
HVM-0982,W01,28,-48,1,10,1.2667,0.9999
HVM-0982,W01,29,-48,1,10,1.2320,0.9661
HVM-0982,W01,30,-48,2,21,1.1816,0.9746
HVM-0982,W01,31,-48,1,10,1.1906,1.0385
HVM-0982,W01,32,-48,1,10,1.2437,0.9780
HVM-0982,W01,-33,-47,1,10,1.0613,0.9373
HVM-0982,W01,-32,-47,3,21,1.0241,1.0089
HVM-0982,W01,-31,-47,3,21,1.0547,1.0018
HVM-0982,W01,-30,-47,1,10,1.0484,0.9570
HVM-0982,W01,-29,-47,1,10,1.0507,0.9313
HVM-0982,W01,-28,-47,2,20,1.0745,0.9597
HVM-0982,W01,-27,-47,1,10,1.0420,0.9407
HVM-0982,W01,-26,-47,1,10,1.0409,0.9697
HVM-0982,W01,-25,-47,1,10,1.0367,0.9581
HVM-0982,W01,-24,-47,1,10,1.0496,0.9281
HVM-0982,W01,-23,-47,1,10,1.0594,0.9671
HVM-0982,W01,-22,-47,1,10,1.0512,0.9639
HVM-0982,W01,-21,-47,2,30,1.0774,1.0019
HVM-0982,W01,-20,-47,1,10,1.0380,0.9593
HVM-0982,W01,-19,-47,1,10,1.1090,0.9779
HVM-0982,W01,-18,-47,1,10,1.0706,0.9345
HVM-0982,W01,-17,-47,1,10,1.0480,0.9397
HVM-0982,W01,-16,-47,1,10,1.0944,0.9559
HVM-0982,W01,-15,-47,1,10,1.0903,0.9231
HVM-0982,W01,-14,-47,1,10,1.0871,0.9125
HVM-0982,W01,-13,-47,1,10,1.1164,0.9693
HVM-0982,W01,-12,-47,1,10,1.0936,0.9626
HVM-0982,W01,-11,-47,1,10,1.0993,0.9090
HVM-0982,W01,-10,-47,1,10,1.0532,0.9254
HVM-0982,W01,-9,-47,1,10,1.0906,0.9128
HVM-0982,W01,-8,-47,1,10,1.1747,0.9238
HVM-0982,W01,-7,-47,1,10,1.1123,0.9344
HVM-0982,W01,-6,-47,1,10,1.0845,0.8934
HVM-0982,W01,-5,-47,1,10,1.0663,0.9170
HVM-0982,W01,-4,-47,1,10,1.1284,0.9049
HVM-0982,W01,-3,-47,1,10,1.1400,0.8994
HVM-0982,W01,-2,-47,1,10,1.1278,0.9329
HVM-0982,W01,-1,-47,1,10,1.1396,0.9900
HVM-0982,W01,0,-47,1,10,1.1087,0.9258
HVM-0982,W01,1,-47,1,10,1.1109,0.9336
HVM-0982,W01,2,-47,1,10,1.1239,0.9166
HVM-0982,W01,3,-47,1,10,1.1568,0.9368
HVM-0982,W01,4,-47,1,10,1.1339,0.9454
HVM-0982,W01,5,-47,1,10,1.1247,0.9005
HVM-0982,W01,6,-47,1,10,1.1434,1.0142
HVM-0982,W01,7,-47,1,10,1.1152,0.9577
HVM-0982,W01,8,-47,1,10,1.1556,0.9186
HVM-0982,W01,9,-47,1,10,1.1593,0.9100
HVM-0982,W01,10,-47,1,10,1.1524,0.8928
HVM-0982,W01,11,-47,1,10,1.1507,0.9196
HVM-0982,W01,12,-47,1,10,1.1760,0.9469
HVM-0982,W01,13,-47,1,10,1.1564,0.9512
HVM-0982,W01,14,-47,1,10,1.1990,0.9255
HVM-0982,W01,15,-47,1,10,1.1657,0.9414
HVM-0982,W01,16,-47,1,10,1.1807,0.9578
HVM-0982,W01,17,-47,1,10,1.1846,0.9683
HVM-0982,W01,18,-47,1,10,1.1174,0.9551
HVM-0982,W01,19,-47,1,10,1.2003,0.9171
HVM-0982,W01,20,-47,1,10,1.1604,0.9426
HVM-0982,W01,21,-47,1,10,1.2074,0.9202
HVM-0982,W01,22,-47,1,10,1.2063,0.9496
HVM-0982,W01,23,-47,1,10,1.1682,0.9714
HVM-0982,W01,24,-47,1,10,1.2183,0.9467
HVM-0982,W01,25,-47,2,20,1.2345,0.9462
HVM-0982,W01,26,-47,1,10,1.2246,0.9582
HVM-0982,W01,27,-47,1,10,1.2163,0.9616
HVM-0982,W01,28,-47,1,10,1.2022,0.9844
HVM-0982,W01,29,-47,1,10,1.2412,0.9814
HVM-0982,W01,30,-47,1,10,1.2092,0.9592
HVM-0982,W01,31,-47,1,10,1.1807,0.9364
HVM-0982,W01,32,-47,3,31,1.1876,0.9113
HVM-0982,W01,33,-47,1,10,1.1921,0.9528
HVM-0982,W01,-34,-46,1,10,1.0569,0.9516
HVM-0982,W01,-33,-46,1,10,1.0615,0.9843
HVM-0982,W01,-32,-46,1,10,1.0368,0.9720
HVM-0982,W01,-31,-46,3,20,1.0670,0.9862
HVM-0982,W01,-30,-46,1,10,1.0001,0.9854
HVM-0982,W01,-29,-46,1,10,1.0700,0.9849
HVM-0982,W01,-28,-46,1,10,1.0342,0.9488
HVM-0982,W01,-27,-46,1,10,1.0853,0.9283
HVM-0982,W01,-26,-46,3,21,1.0936,0.9620
HVM-0982,W01,-25,-46,1,10,1.1035,0.8959
HVM-0982,W01,-24,-46,1,10,1.0575,0.9528
HVM-0982,W01,-23,-46,1,10,1.0367,0.9593
HVM-0982,W01,-22,-46,1,10,1.0540,0.9482
HVM-0982,W01,-21,-46,1,10,1.0978,0.9736
HVM-0982,W01,-20,-46,1,10,1.0542,0.9451
HVM-0982,W01,-19,-46,4,21,1.0527,0.9415
HVM-0982,W01,-18,-46,1,10,1.1037,0.9408
HVM-0982,W01,-17,-46,1,10,1.0601,0.9562
HVM-0982,W01,-16,-46,1,10,1.0926,0.9285
HVM-0982,W01,-15,-46,1,10,1.1023,0.9404
HVM-0982,W01,-14,-46,1,10,1.0821,0.8919
HVM-0982,W01,-13,-46,1,10,1.1196,0.8932
HVM-0982,W01,-12,-46,1,10,1.0895,0.9469
HVM-0982,W01,-11,-46,1,10,1.1421,0.9422
HVM-0982,W01,-10,-46,1,10,1.1090,0.9701
HVM-0982,W01,-9,-46,1,10,1.1722,0.9691
HVM-0982,W01,-8,-46,1,10,1.1051,0.9396
HVM-0982,W01,-7,-46,2,21,1.1380,0.8668
HVM-0982,W01,-6,-46,1,10,1.1229,0.8926
HVM-0982,W01,-5,-46,1,10,1.1426,0.9411
HVM-0982,W01,-4,-46,1,10,1.1503,0.9367
HVM-0982,W01,-3,-46,1,10,1.1369,0.9295
HVM-0982,W01,-2,-46,1,10,1.1401,0.9481
HVM-0982,W01,-1,-46,1,10,1.1098,0.9713
HVM-0982,W01,0,-46,1,10,1.1340,0.9536
HVM-0982,W01,1,-46,1,10,1.1222,0.9162
HVM-0982,W01,2,-46,1,10,1.0822,0.9059
HVM-0982,W01,3,-46,1,10,1.1221,0.9306
HVM-0982,W01,4,-46,1,10,1.1362,0.9088
HVM-0982,W01,5,-46,1,10,1.1469,0.9290
HVM-0982,W01,6,-46,1,10,1.1591,0.9533
HVM-0982,W01,7,-46,1,10,1.1508,0.9444
HVM-0982,W01,8,-46,1,10,1.1306,0.9689
HVM-0982,W01,9,-46,1,10,1.1446,0.9168
HVM-0982,W01,10,-46,1,10,1.1756,0.8926
HVM-0982,W01,11,-46,2,21,1.1955,0.9338
HVM-0982,W01,12,-46,1,10,1.1686,0.9287
HVM-0982,W01,13,-46,1,10,1.1717,0.9680
HVM-0982,W01,14,-46,1,10,1.2207,0.9185
HVM-0982,W01,15,-46,1,10,1.1810,0.9608
HVM-0982,W01,16,-46,1,10,1.1869,0.9325
HVM-0982,W01,17,-46,1,10,1.1939,0.9518
HVM-0982,W01,18,-46,1,10,1.1821,0.9460
HVM-0982,W01,19,-46,1,10,1.1572,0.9510
HVM-0982,W01,20,-46,1,10,1.2062,0.9728
HVM-0982,W01,21,-46,1,10,1.1545,0.9844
HVM-0982,W01,22,-46,1,10,1.2429,0.9449
HVM-0982,W01,23,-46,1,10,1.1912,0.9247
HVM-0982,W01,24,-46,1,10,1.1715,0.9858
HVM-0982,W01,25,-46,1,10,1.2162,0.9316
HVM-0982,W01,26,-46,1,10,1.2659,0.9484
HVM-0982,W01,27,-46,1,10,1.1987,0.9295
HVM-0982,W01,28,-46,1,10,1.2040,0.9445
HVM-0982,W01,29,-46,1,10,1.2057,0.9496
HVM-0982,W01,30,-46,1,10,1.2232,0.9620
HVM-0982,W01,31,-46,1,10,1.2187,0.9437
HVM-0982,W01,32,-46,1,10,1.2431,0.9686
HVM-0982,W01,33,-46,3,30,1.1602,0.9615
HVM-0982,W01,34,-46,1,10,1.2313,0.9978
HVM-0982,W01,-34,-45,1,10,1.0086,1.0135
HVM-0982,W01,-33,-45,4,21,1.0427,0.9639
HVM-0982,W01,-32,-45,1,10,1.0333,0.9739
HVM-0982,W01,-31,-45,1,10,1.0944,0.9912
HVM-0982,W01,-30,-45,1,10,1.0172,0.9396
HVM-0982,W01,-29,-45,1,10,1.0026,0.9730
HVM-0982,W01,-28,-45,1,10,1.0319,0.9342
HVM-0982,W01,-27,-45,1,10,1.0585,0.9235
HVM-0982,W01,-26,-45,1,10,1.0202,0.9222
HVM-0982,W01,-25,-45,1,10,1.1052,0.9336
HVM-0982,W01,-24,-45,1,10,1.0576,0.9295
HVM-0982,W01,-23,-45,1,10,0.9918,0.8953
HVM-0982,W01,-22,-45,1,10,1.0608,0.9425
HVM-0982,W01,-21,-45,1,10,1.0995,0.9440
HVM-0982,W01,-20,-45,1,10,1.0583,0.9475
HVM-0982,W01,-19,-45,1,10,1.1078,0.9733
HVM-0982,W01,-18,-45,1,10,1.0666,0.9414
HVM-0982,W01,-17,-45,1,10,1.1476,0.9352
HVM-0982,W01,-16,-45,1,10,1.0758,0.9667
HVM-0982,W01,-15,-45,1,10,1.0854,0.9137
HVM-0982,W01,-14,-45,1,10,1.0772,0.8928
HVM-0982,W01,-13,-45,1,10,1.0934,0.9693
HVM-0982,W01,-12,-45,1,10,1.1632,0.9363
HVM-0982,W01,-11,-45,1,10,1.0759,0.9592
HVM-0982,W01,-10,-45,1,10,1.1420,0.9398
HVM-0982,W01,-9,-45,1,10,1.0782,0.9386
HVM-0982,W01,-8,-45,1,10,1.1054,0.9488
HVM-0982,W01,-7,-45,1,10,1.1290,0.9546
HVM-0982,W01,-6,-45,1,10,1.0945,0.9335
HVM-0982,W01,-5,-45,1,10,1.1022,0.8938
HVM-0982,W01,-4,-45,1,10,1.1347,0.9288
HVM-0982,W01,-3,-45,1,10,1.1238,0.9515
HVM-0982,W01,-2,-45,1,10,1.1443,0.8995
HVM-0982,W01,-1,-45,1,10,1.1608,0.9529
HVM-0982,W01,0,-45,1,10,1.1047,0.9298
HVM-0982,W01,1,-45,1,10,1.1542,0.8718
HVM-0982,W01,2,-45,1,10,1.1079,0.9263
HVM-0982,W01,3,-45,1,10,1.1775,0.9120
