# Exported from ATE system v4.2.1
# Lot: PILOT-LOT-001, Product: "Widget, Mark II"
# DO NOT EDIT — auto-generated
x,y,hbin,sbin,wafer,lot,product,note
-2,18,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-1,18,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
0,18,2,20,P01,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
1,18,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
2,18,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
3,18,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
4,18,2,20,P01,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
5,18,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
6,18,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
7,18,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
8,18,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
9,18,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
10,18,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
11,18,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
12,18,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
13,18,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
14,18,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-13,19,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-12,19,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-11,19,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-10,19,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-9,19,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-8,19,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-7,19,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-6,19,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-5,19,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-4,19,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-3,19,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-2,19,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-1,19,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
0,19,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
1,19,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
2,19,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
3,19,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
4,19,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
5,19,2,20,P01,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
6,19,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
7,19,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
8,19,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
9,19,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
10,19,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
11,19,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
12,19,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
13,19,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-12,20,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-11,20,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-10,20,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-9,20,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-8,20,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-7,20,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-6,20,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-5,20,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-4,20,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-3,20,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-2,20,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-1,20,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
0,20,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
1,20,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
2,20,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
3,20,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
4,20,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
5,20,2,20,P01,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
6,20,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
7,20,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
8,20,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
9,20,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
10,20,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
11,20,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
12,20,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-10,21,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-9,21,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-8,21,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-7,21,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-6,21,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-5,21,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-4,21,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-3,21,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-2,21,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-1,21,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
0,21,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
1,21,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
2,21,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
3,21,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
4,21,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
5,21,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
6,21,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
7,21,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
8,21,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
9,21,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
10,21,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-7,22,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-6,22,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-5,22,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-4,22,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-3,22,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-2,22,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-1,22,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
0,22,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
1,22,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
2,22,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
3,22,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
4,22,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
5,22,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
6,22,2,20,P01,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
7,22,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-3,23,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-2,23,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-1,23,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
0,23,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
1,23,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
2,23,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
3,23,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-3,-23,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-2,-23,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-1,-23,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
0,-23,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
1,-23,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
2,-23,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
3,-23,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-7,-22,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-6,-22,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-5,-22,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-4,-22,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-3,-22,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-2,-22,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-1,-22,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
0,-22,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
1,-22,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
2,-22,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
3,-22,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
4,-22,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
5,-22,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
6,-22,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
7,-22,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-10,-21,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-9,-21,2,20,P02,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
-8,-21,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-7,-21,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-6,-21,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-5,-21,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-4,-21,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-3,-21,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-2,-21,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-1,-21,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
0,-21,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
1,-21,2,20,P02,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
2,-21,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
3,-21,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
4,-21,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
5,-21,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
6,-21,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
7,-21,2,20,P02,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
8,-21,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
9,-21,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
10,-21,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-12,-20,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-11,-20,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-10,-20,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-9,-20,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-8,-20,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-7,-20,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-6,-20,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-5,-20,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-4,-20,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-3,-20,2,20,P02,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
-2,-20,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-1,-20,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
0,-20,2,20,P02,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
1,-20,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
2,-20,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
3,-20,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
4,-20,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
5,-20,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
6,-20,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
7,-20,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
8,-20,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
9,-20,2,20,P02,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
10,-20,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
11,-20,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
12,-20,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-13,-19,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-12,-19,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-11,-19,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-10,-19,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-9,-19,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-8,-19,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-7,-19,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-6,-19,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-5,-19,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-4,-19,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-3,-19,2,20,P02,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
-2,-19,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-1,-19,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
0,-19,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
1,-19,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
2,-19,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
3,-19,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
4,-19,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
5,-19,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
6,-19,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
7,-19,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
8,-19,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
9,-19,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
10,-19,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
11,-19,2,20,P02,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
12,-19,2,20,P02,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
13,-19,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-14,-18,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-13,-18,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-12,-18,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-11,-18,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-10,-18,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-9,-18,2,20,P02,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
-8,-18,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-7,-18,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-6,-18,2,20,P02,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
-5,-18,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-4,-18,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-3,-18,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-2,-18,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-1,-18,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
0,-18,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
1,-18,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
2,-18,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
3,-18,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
4,-18,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
5,-18,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
6,-18,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
7,-18,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
8,-18,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
9,-18,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
10,-18,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
11,-18,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
12,-18,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
13,-18,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
14,-18,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-15,-17,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-14,-17,2,20,P02,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
-13,-17,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-12,-17,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-11,-17,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-10,-17,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-9,-17,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-8,-17,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-7,-17,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-6,-17,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-5,-17,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-4,-17,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-3,-17,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-2,-17,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-1,-17,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
0,-17,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
1,-17,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
2,-17,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
3,-17,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
4,-17,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
5,-17,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
6,-17,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
7,-17,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
8,-17,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
9,-17,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
10,-17,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
11,-17,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
12,-17,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
13,-17,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
14,-17,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
15,-17,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-16,-16,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-15,-16,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-14,-16,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-13,-16,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-12,-16,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-11,-16,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-10,-16,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-9,-16,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-8,-16,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-7,-16,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-6,-16,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-5,-16,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-4,-16,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-3,-16,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-2,-16,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-1,-16,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
0,-16,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
1,-16,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
2,-16,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
3,-16,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
4,-16,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
5,-16,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
6,-16,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
7,-16,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
8,-16,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
9,-16,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
10,-16,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
11,-16,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
12,-16,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
13,-16,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
14,-16,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
15,-16,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
16,-16,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-17,-15,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-16,-15,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-15,-15,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-14,-15,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-13,-15,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-12,-15,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-11,-15,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-10,-15,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-9,-15,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-8,-15,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-7,-15,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-6,-15,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-5,-15,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-4,-15,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-3,-15,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-2,-15,2,20,P02,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
-1,-15,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
0,-15,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
1,-15,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
2,-15,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
3,-15,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
4,-15,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
5,-15,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
6,-15,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
7,-15,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
8,-15,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
9,-15,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
10,-15,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
11,-15,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
12,-15,2,20,P02,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
13,-15,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
14,-15,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
15,-15,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
16,-15,2,20,P02,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
17,-15,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-18,-14,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-17,-14,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-16,-14,2,20,P02,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
-15,-14,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-14,-14,2,20,P02,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
-13,-14,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-12,-14,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-11,-14,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-10,-14,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-9,-14,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-8,-14,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-7,-14,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-6,-14,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-5,-14,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-4,-14,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-3,-14,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-2,-14,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-1,-14,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
0,-14,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
1,-14,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
2,-14,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
3,-14,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
4,-14,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
5,-14,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
6,-14,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
7,-14,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
8,-14,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
9,-14,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
10,-14,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
11,-14,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
12,-14,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
13,-14,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
14,-14,2,20,P02,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
15,-14,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
16,-14,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
17,-14,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
18,-14,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-19,-13,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-18,-13,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-17,-13,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-16,-13,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-15,-13,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-14,-13,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-13,-13,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-12,-13,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-11,-13,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-10,-13,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-9,-13,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-8,-13,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-7,-13,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-6,-13,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-5,-13,2,20,P02,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
-4,-13,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-3,-13,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-2,-13,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
-1,-13,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
0,-13,2,20,P02,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
1,-13,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
2,-13,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
3,-13,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
4,-13,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
5,-13,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
6,-13,1,10,P02,PILOT-LOT-001,"Widget, Mark II",
